screen_time,sleep_hours,stress_level,wellness_index,sleep_quality,fatigue_score,digital_balance,screen_time_category,physical_activity,caffeine_intake,work_hours,mood
6.7,0.6714285714285713,0.4444444444444445,0.875,Poor,2.7234920634920634,0.08719851576994432,Moderate,1,2,6,Relaxed
4.9,0.7571428571428571,0.2222222222222222,1.0,Poor,1.8974603174603175,0.12832929782082322,Moderate,0,3,10,Relaxed
6.3,0.11428571428571427,1.0,0.75,Poor,2.8971428571428572,0.015655577299412915,Moderate,3,0,11,Relaxed
7.2,0.3428571428571429,0.8888888888888888,1.0,Poor,3.1669841269841275,0.04181184668989548,Moderate,0,1,6,Normal
1.7,0.7285714285714284,0.2222222222222222,1.0,Poor,0.6231746031746033,0.26984126984126977,Low,1,2,11,Relaxed
3.0,0.21428571428571425,0.6666666666666665,1.0,Poor,1.4238095238095239,0.05357142857142856,Low,3,3,5,Relaxed
6.8,0.9999999999999998,0.2222222222222222,1.0,Poor,2.608888888888889,0.12820512820512817,Moderate,3,1,5,Relaxed
5.1,0.5714285714285714,0.5555555555555556,0.875,Poor,2.147936507936508,0.0936768149882904,Moderate,1,2,12,Relaxed
1.4,0.31428571428571433,0.4444444444444445,0.875,Poor,0.6749206349206349,0.130952380952381,Low,3,2,11,Relaxed
6.8,0.38571428571428573,0.8888888888888888,0.75,Poor,2.998412698412699,0.049450549450549455,Moderate,2,1,12,Relaxed
5.4,0.4857142857142857,0.7777777777777777,0.75,Poor,2.373968253968254,0.07589285714285714,Moderate,4,2,10,Relaxed
6.4,0.4857142857142857,0.5555555555555556,0.875,Poor,2.685079365079366,0.06563706563706563,Moderate,2,2,9,Relaxed
2.4,0.5714285714285714,0.2222222222222222,1.0,Poor,0.9346031746031744,0.1680672268907563,Low,2,3,11,Relaxed
6.4,0.7142857142857142,0.3333333333333333,1.0,Poor,2.550476190476191,0.09652509652509651,Moderate,4,3,6,Relaxed
4.2,0.7285714285714284,0.2222222222222222,1.0,Poor,1.6231746031746033,0.14010989010989008,Moderate,2,1,4,Relaxed
9.5,0.7571428571428571,0.7777777777777777,1.0,Poor,3.9596825396825404,0.07210884353741497,High,3,2,9,Normal
3.3,0.3428571428571429,0.6666666666666665,0.875,Poor,1.5180952380952382,0.07973421926910301,Low,2,3,5,Relaxed
5.4,0.14285714285714285,0.8888888888888888,0.625,Poor,2.4869841269841273,0.02232142857142857,Moderate,1,2,4,Relaxed
3.2,0.3714285714285714,0.5555555555555556,0.875,Poor,1.4279365079365083,0.08843537414965985,Low,1,2,9,Relaxed
6.4,0.38571428571428573,0.5555555555555556,1.0,Poor,2.705079365079366,0.052123552123552123,Moderate,3,0,9,Relaxed
7.2,0.3428571428571429,0.8888888888888888,0.875,Poor,3.1669841269841275,0.04181184668989548,Moderate,4,1,9,Normal
6.1,0.38571428571428573,0.7777777777777777,0.875,Poor,2.6739682539682543,0.05432595573440644,Moderate,4,2,4,Relaxed
7.8,0.2,1.0,0.5,Poor,3.48,0.022727272727272728,Moderate,4,3,6,Normal
3.4,0.8285714285714285,0.2222222222222222,1.0,Poor,1.2831746031746032,0.1883116883116883,Low,2,0,5,Relaxed
7.5,0.6428571428571428,0.4444444444444445,1.0,Poor,3.0492063492063495,0.07563025210084033,Moderate,4,3,6,Normal
4.9,0.21428571428571425,1.0,0.75,Poor,2.3171428571428576,0.03631961259079902,Moderate,3,1,10,Relaxed
2.6,0.8428571428571427,0.0,1.0,Poor,0.8714285714285714,0.2341269841269841,Low,1,3,9,Relaxed
3.6,0.857142857142857,0.2222222222222222,1.0,Poor,1.3574603174603175,0.18633540372670807,Low,0,2,10,Relaxed
6.3,0.31428571428571433,0.7777777777777777,0.875,Poor,2.7682539682539686,0.04305283757338552,Moderate,1,1,6,Relaxed
3.8,0.7571428571428571,0.3333333333333333,1.0,Poor,1.5019047619047619,0.15773809523809523,Low,0,0,4,Relaxed
5.5,0.9999999999999998,0.1111111111111111,1.0,Poor,2.0444444444444443,0.1538461538461538,Moderate,4,3,10,Relaxed
3.4,0.38571428571428573,0.5555555555555556,0.875,Poor,1.5050793650793652,0.08766233766233766,Low,2,1,10,Relaxed
5.3,0.4428571428571428,0.5555555555555556,0.625,Poor,2.253650793650794,0.07029478458049886,Moderate,0,3,12,Relaxed
4.0,0.5999999999999999,0.5555555555555556,1.0,Poor,1.7022222222222225,0.11999999999999997,Moderate,3,2,7,Relaxed
5.5,0.657142857142857,0.6666666666666665,1.0,Poor,2.3352380952380956,0.10109890109890109,Moderate,2,1,9,Relaxed
5.7,0.25714285714285706,0.6666666666666665,0.75,Poor,2.4952380952380953,0.03837953091684434,Moderate,0,3,9,Relaxed
7.3,0.5428571428571427,0.8888888888888888,0.75,Poor,3.166984126984127,0.06540447504302924,Moderate,1,2,10,Normal
4.1,0.11428571428571427,0.6666666666666665,0.75,Poor,1.8838095238095236,0.02240896358543417,Moderate,3,0,9,Relaxed
4.5,0.657142857142857,0.4444444444444445,1.0,Poor,1.8463492063492064,0.11948051948051946,Moderate,0,2,8,Relaxed
2.3,0.49999999999999994,0.4444444444444445,0.875,Poor,0.9977777777777778,0.15151515151515152,Low,4,1,12,Relaxed
7.0,0.8285714285714285,0.6666666666666665,1.0,Poor,2.900952380952381,0.10357142857142856,Moderate,1,3,10,Relaxed
5.5,0.5571428571428572,0.4444444444444445,1.0,Poor,2.266349206349207,0.08571428571428572,Moderate,3,1,12,Relaxed
2.8,0.9714285714285715,0.0,1.0,Poor,0.9257142857142856,0.25563909774436094,Low,1,2,11,Relaxed
6.5,0.657142857142857,0.4444444444444445,1.0,Poor,2.6463492063492065,0.08761904761904761,Moderate,0,0,12,Relaxed
9.3,0.5999999999999999,0.7777777777777777,0.875,Poor,3.9111111111111114,0.058252427184466,High,4,2,4,Normal
8.9,0.32857142857142857,1.0,0.5,Poor,3.8942857142857146,0.033189033189033185,High,4,3,9,Normal
7.4,0.47142857142857136,0.7777777777777777,0.875,Poor,3.1768253968253974,0.05612244897959183,Moderate,1,0,5,Normal
4.9,0.8428571428571427,0.3333333333333333,1.0,Poor,1.9247619047619051,0.14285714285714282,Moderate,4,3,11,Relaxed
7.2,0.5142857142857142,0.7777777777777777,0.875,Poor,3.088253968253969,0.0627177700348432,Moderate,2,2,10,Normal
6.8,0.5142857142857142,0.6666666666666665,0.875,Poor,2.883809523809524,0.06593406593406594,Moderate,1,3,6,Relaxed
5.7,0.7142857142857142,0.3333333333333333,1.0,Poor,2.2704761904761908,0.1066098081023454,Moderate,3,2,9,Relaxed
4.5,0.657142857142857,0.4444444444444445,1.0,Poor,1.8463492063492064,0.11948051948051946,Moderate,0,2,7,Relaxed
8.4,0.6857142857142855,0.6666666666666665,1.0,Poor,3.48952380952381,0.07294832826747717,High,4,3,10,Normal
3.9,0.2999999999999999,0.6666666666666665,0.875,Poor,1.7666666666666666,0.06122448979591834,Low,2,2,9,Relaxed
11.4,0.9285714285714284,0.5555555555555556,0.875,Poor,4.596507936507937,0.07488479262672809,High,4,2,7,Normal
8.6,0.8999999999999999,0.4444444444444445,1.0,Poor,3.4377777777777774,0.09375,High,0,3,12,Normal
2.3,0.4428571428571428,0.4444444444444445,0.875,Poor,1.0092063492063492,0.13419913419913418,Low,2,3,5,Relaxed
6.5,0.7285714285714284,0.4444444444444445,1.0,Poor,2.6320634920634918,0.09714285714285713,Moderate,0,2,11,Relaxed
6.1,0.4142857142857143,0.6666666666666665,0.625,Poor,2.623809523809524,0.05835010060362174,Moderate,3,3,6,Relaxed
4.7,0.7285714285714284,0.3333333333333333,1.0,Poor,1.867619047619048,0.12781954887218042,Moderate,1,1,7,Relaxed
2.4,0.2714285714285715,0.6666666666666665,0.875,Poor,1.1723809523809523,0.07983193277310928,Low,2,1,9,Relaxed
5.9,0.5571428571428572,0.6666666666666665,1.0,Poor,2.5152380952380957,0.08074534161490683,Moderate,3,2,8,Relaxed
5.0,0.5285714285714285,0.3333333333333333,1.0,Poor,2.0276190476190474,0.08809523809523807,Moderate,3,0,7,Relaxed
8.9,0.49999999999999994,0.6666666666666665,0.625,Poor,3.726666666666667,0.0505050505050505,High,1,0,7,Normal
7.5,0.38571428571428573,0.5555555555555556,0.875,Poor,3.1450793650793654,0.04537815126050421,Moderate,1,1,8,Normal
6.2,0.7285714285714284,0.5555555555555556,1.0,Poor,2.556507936507937,0.10119047619047616,Moderate,2,2,9,Relaxed
5.4,0.45714285714285713,0.5555555555555556,0.875,Poor,2.290793650793651,0.07142857142857142,Moderate,1,1,5,Relaxed
6.0,0.28571428571428564,0.6666666666666665,0.75,Poor,2.60952380952381,0.040816326530612235,Moderate,1,3,12,Relaxed
7.4,0.5285714285714285,0.5555555555555556,1.0,Poor,3.076507936507937,0.0629251700680272,Moderate,3,3,11,Normal
6.1,0.5857142857142856,0.5555555555555556,1.0,Poor,2.5450793650793653,0.08249496981891348,Moderate,4,0,10,Relaxed
9.1,0.8714285714285712,0.6666666666666665,1.0,Poor,3.7323809523809524,0.08628005657708626,High,0,0,9,Normal
8.1,0.38571428571428573,0.8888888888888888,0.5,Poor,3.518412698412699,0.04238618524332811,High,1,3,4,Normal
7.9,0.49999999999999994,0.7777777777777777,0.75,Poor,3.371111111111111,0.05617977528089887,Moderate,4,3,12,Normal
7.9,0.31428571428571433,1.0,0.75,Poor,3.4971428571428573,0.03531300160513644,Moderate,0,0,9,Normal
1.6,0.7857142857142856,0.2222222222222222,1.0,Poor,0.5717460317460319,0.3021978021978021,Low,2,2,8,Relaxed
5.6,0.42857142857142855,0.7777777777777777,0.75,Poor,2.4653968253968253,0.06493506493506493,Moderate,1,0,10,Relaxed
5.6,0.5571428571428572,0.6666666666666665,1.0,Poor,2.3952380952380947,0.08441558441558443,Moderate,3,3,5,Relaxed
8.0,0.8999999999999999,0.2222222222222222,1.0,Poor,3.108888888888889,0.09999999999999999,High,1,0,5,Normal
8.6,0.17142857142857143,1.0,0.375,Poor,3.8057142857142856,0.01785714285714286,High,1,0,9,Normal
1.6,0.4428571428571428,0.3333333333333333,1.0,Poor,0.6847619047619049,0.1703296703296703,Low,3,2,11,Relaxed
7.0,0.47142857142857136,0.7777777777777777,0.875,Poor,3.0168253968253973,0.05892857142857142,Moderate,3,0,6,Normal
10.1,0.8285714285714285,0.5555555555555556,1.0,Poor,4.096507936507937,0.07464607464607464,High,0,3,8,Normal
5.2,0.6285714285714286,0.3333333333333333,0.875,Poor,2.0876190476190475,0.10138248847926266,Moderate,0,1,5,Relaxed
5.9,0.6857142857142855,0.3333333333333333,1.0,Poor,2.3561904761904766,0.0993788819875776,Moderate,1,0,7,Relaxed
6.0,0.9999999999999998,0.3333333333333333,1.0,Poor,2.333333333333334,0.14285714285714282,Moderate,4,0,11,Relaxed
4.0,0.24285714285714283,0.8888888888888888,0.875,Poor,1.9069841269841272,0.048571428571428564,Moderate,3,1,5,Relaxed
5.5,0.6285714285714286,0.4444444444444445,1.0,Poor,2.2520634920634923,0.0967032967032967,Moderate,1,0,8,Relaxed
8.5,0.6428571428571428,0.7777777777777777,0.875,Poor,3.5825396825396827,0.06766917293233082,High,4,1,6,Normal
7.5,0.4428571428571428,0.6666666666666665,0.875,Poor,3.178095238095238,0.05210084033613444,Moderate,2,2,11,Normal
4.9,0.21428571428571425,0.8888888888888888,0.625,Poor,2.272698412698413,0.03631961259079902,Moderate,2,0,10,Relaxed
6.5,0.45714285714285713,0.8888888888888888,1.0,Poor,2.864126984126984,0.06095238095238095,Moderate,1,0,8,Relaxed
2.8,0.3714285714285714,0.5555555555555556,1.0,Poor,1.267936507936508,0.09774436090225563,Low,4,2,6,Relaxed
1.6,0.24285714285714283,0.4444444444444445,0.75,Poor,0.7692063492063493,0.0934065934065934,Low,4,2,7,Relaxed
8.6,0.5714285714285714,0.6666666666666665,0.875,Poor,3.5923809523809522,0.05952380952380952,High,4,0,10,Normal
7.4,0.47142857142857136,0.8888888888888888,0.875,Poor,3.2212698412698417,0.05612244897959183,Moderate,4,1,6,Normal
7.6,0.1285714285714285,1.0,0.5,Poor,3.414285714285714,0.014950166112956803,Moderate,4,1,6,Normal
5.7,0.6714285714285713,0.3333333333333333,1.0,Poor,2.279047619047619,0.10021321961620466,Moderate,3,1,9,Relaxed
5.4,0.5714285714285714,0.3333333333333333,1.0,Poor,2.179047619047619,0.08928571428571427,Moderate,4,3,8,Relaxed
3.6,0.31428571428571433,0.5555555555555556,0.875,Poor,1.5993650793650795,0.06832298136645965,Low,4,0,4,Relaxed
6.5,0.6285714285714286,0.6666666666666665,1.0,Poor,2.740952380952381,0.0838095238095238,Moderate,2,0,5,Relaxed
7.4,0.25714285714285706,0.7777777777777777,0.75,Poor,3.21968253968254,0.030612244897959173,Moderate,3,2,7,Normal
6.0,0.45714285714285713,0.7777777777777777,1.0,Poor,2.6196825396825396,0.06530612244897958,Moderate,4,1,8,Relaxed
6.4,0.2999999999999999,0.7777777777777777,0.75,Poor,2.8111111111111113,0.04054054054054052,Moderate,0,0,7,Relaxed
6.7,0.657142857142857,0.5555555555555556,0.875,Poor,2.7707936507936513,0.08534322820037105,Moderate,4,0,9,Relaxed
4.7,0.4857142857142857,0.6666666666666665,0.75,Poor,2.0495238095238095,0.08521303258145363,Moderate,1,2,6,Relaxed
4.7,0.3428571428571429,0.6666666666666665,1.0,Poor,2.078095238095238,0.060150375939849635,Moderate,2,1,12,Relaxed
5.6,0.6142857142857141,0.4444444444444445,1.0,Poor,2.2949206349206346,0.09307359307359304,Moderate,1,2,6,Relaxed
4.6,0.9714285714285715,0.2222222222222222,1.0,Poor,1.7346031746031743,0.17346938775510207,Moderate,3,1,12,Relaxed
7.7,0.7142857142857142,0.6666666666666665,0.875,Poor,3.203809523809524,0.08210180623973727,Moderate,1,1,7,Normal
7.7,0.2714285714285715,0.7777777777777777,0.625,Poor,3.3368253968253967,0.031198686371100178,Moderate,2,0,11,Normal
6.6,0.7714285714285714,0.4444444444444445,0.875,Poor,2.6634920634920634,0.10150375939849623,Moderate,2,0,8,Relaxed
10.8,0.25714285714285706,1.0,0.375,Poor,4.668571428571429,0.02179176755447941,High,3,2,9,Normal
9.5,0.7857142857142856,0.6666666666666665,0.75,Poor,3.9095238095238094,0.0748299319727891,High,3,0,9,Normal
2.7,0.25714285714285706,0.7777777777777777,0.875,Poor,1.3396825396825398,0.06949806949806947,Low,2,3,9,Relaxed
8.5,0.9285714285714284,0.4444444444444445,1.0,Poor,3.392063492063493,0.09774436090225562,High,0,0,8,Normal
5.5,0.3714285714285714,0.6666666666666665,0.875,Poor,2.3923809523809525,0.057142857142857134,Moderate,1,1,6,Relaxed
7.3,0.6285714285714286,0.5555555555555556,0.875,Poor,3.0165079365079364,0.07573149741824439,Moderate,3,0,5,Normal
4.7,0.8142857142857141,0.4444444444444445,1.0,Poor,1.8949206349206351,0.14285714285714282,Moderate,3,1,4,Relaxed
6.5,0.5571428571428572,0.5555555555555556,0.875,Poor,2.7107936507936508,0.07428571428571429,Moderate,1,0,10,Relaxed
3.9,0.7857142857142856,0.2222222222222222,1.0,Poor,1.4917460317460316,0.16034985422740522,Low,3,3,8,Relaxed
4.6,0.2999999999999999,0.5555555555555556,0.75,Poor,2.002222222222222,0.053571428571428555,Moderate,2,0,6,Relaxed
9.0,0.5857142857142856,0.6666666666666665,0.75,Poor,3.7495238095238097,0.058571428571428566,High,3,0,8,Normal
3.4,0.6285714285714286,0.2222222222222222,1.0,Poor,1.3231746031746032,0.14285714285714285,Low,3,1,9,Relaxed
6.7,0.5714285714285714,0.5555555555555556,0.875,Poor,2.787936507936508,0.07421150278293134,Moderate,1,0,7,Relaxed
3.4,0.8428571428571427,0.1111111111111111,1.0,Poor,1.235873015873016,0.1915584415584415,Low,4,0,10,Relaxed
9.6,0.8142857142857141,0.5555555555555556,1.0,Poor,3.8993650793650794,0.07681940700808623,High,3,3,8,Normal
5.7,0.5285714285714285,0.6666666666666665,1.0,Poor,2.440952380952381,0.07889125799573558,Moderate,4,0,5,Relaxed
9.7,0.0,1.0,0.375,Poor,4.28,0.0,High,3,3,12,Normal
1.8,0.28571428571428564,0.5555555555555556,0.75,Poor,0.8850793650793651,0.10204081632653059,Low,3,1,11,Relaxed
4.4,0.7285714285714284,0.3333333333333333,1.0,Poor,1.7476190476190478,0.13492063492063489,Moderate,2,1,5,Relaxed
6.3,0.5714285714285714,0.6666666666666665,0.75,Poor,2.6723809523809523,0.07827788649706457,Moderate,2,1,8,Relaxed
4.9,0.47142857142857136,0.7777777777777777,1.0,Poor,2.176825396825397,0.07990314769975786,Moderate,2,1,9,Relaxed
2.4,0.5714285714285714,0.2222222222222222,1.0,Poor,0.9346031746031744,0.1680672268907563,Low,4,1,5,Relaxed
3.8,0.2,0.8888888888888888,0.75,Poor,1.8355555555555556,0.04166666666666667,Low,4,3,4,Relaxed
4.1,0.31428571428571433,0.7777777777777777,0.75,Poor,1.888253968253968,0.061624649859943995,Moderate,2,3,7,Relaxed
6.5,0.42857142857142855,0.7777777777777777,0.5,Poor,2.8253968253968256,0.05714285714285714,Moderate,4,2,10,Relaxed
5.4,0.042857142857142816,1.0,0.375,Poor,2.5514285714285716,0.006696428571428565,Moderate,4,0,8,Relaxed
6.5,0.3428571428571429,0.6666666666666665,0.875,Poor,2.798095238095238,0.04571428571428572,Moderate,1,0,10,Relaxed
8.2,0.6285714285714286,0.6666666666666665,0.875,Poor,3.4209523809523805,0.06832298136645963,High,3,0,10,Normal
7.7,0.3714285714285714,0.8888888888888888,0.875,Poor,3.3612698412698414,0.04269293924466338,Moderate,0,1,8,Normal
8.3,0.5428571428571427,0.7777777777777777,0.75,Poor,3.5225396825396826,0.05837173579109061,High,2,1,10,Normal
6.7,0.1285714285714285,0.7777777777777777,0.625,Poor,2.9653968253968257,0.016697588126159544,Moderate,0,2,8,Relaxed
5.6,0.11428571428571427,0.8888888888888888,0.5,Poor,2.5726984126984127,0.017316017316017316,Moderate,4,0,10,Relaxed
3.6,0.6285714285714286,0.2222222222222222,1.0,Poor,1.4031746031746033,0.13664596273291926,Low,1,3,8,Relaxed
5.3,0.7428571428571427,0.3333333333333333,1.0,Poor,2.104761904761905,0.11791383219954646,Moderate,3,2,5,Relaxed
5.7,0.2,0.6666666666666665,0.625,Poor,2.506666666666667,0.029850746268656716,Moderate,3,3,9,Relaxed
6.5,0.17142857142857143,0.8888888888888888,0.625,Poor,2.9212698412698415,0.022857142857142857,Moderate,0,3,5,Relaxed
6.2,0.5428571428571427,0.5555555555555556,0.75,Poor,2.593650793650794,0.07539682539682538,Moderate,2,3,8,Relaxed
8.6,0.5571428571428572,0.7777777777777777,0.625,Poor,3.63968253968254,0.05803571428571429,High,1,2,11,Normal
8.7,0.7571428571428571,0.7777777777777777,1.0,Poor,3.63968253968254,0.0780559646539028,High,4,2,6,Normal
6.0,0.7142857142857142,0.5555555555555556,1.0,Poor,2.47936507936508,0.1020408163265306,Moderate,0,0,10,Relaxed
7.6,0.47142857142857136,0.7777777777777777,0.75,Poor,3.2568253968253966,0.0548172757475083,Moderate,1,2,7,Normal
3.7,0.45714285714285713,0.4444444444444445,1.0,Poor,1.5663492063492066,0.0972644376899696,Low,4,0,8,Relaxed
5.9,0.38571428571428573,0.6666666666666665,0.625,Poor,2.54952380952381,0.055900621118012424,Moderate,2,0,11,Relaxed
9.4,0.5571428571428572,0.8888888888888888,0.75,Poor,4.004126984126985,0.05357142857142857,High,4,1,7,Normal
7.4,0.7285714285714284,0.4444444444444445,1.0,Poor,2.992063492063492,0.086734693877551,Moderate,0,2,4,Relaxed
3.6,0.7857142857142856,0.0,1.0,Poor,1.282857142857143,0.17080745341614906,Low,0,1,5,Relaxed
7.9,0.49999999999999994,0.7777777777777777,0.75,Poor,3.371111111111111,0.05617977528089887,Moderate,0,0,10,Normal
5.6,0.7285714285714284,0.4444444444444445,1.0,Poor,2.2720634920634915,0.11038961038961037,Moderate,1,2,5,Relaxed
4.8,0.5714285714285714,0.5555555555555556,1.0,Poor,2.027936507936508,0.09852216748768472,Moderate,2,1,5,Relaxed
7.9,0.7857142857142856,0.3333333333333333,1.0,Poor,3.1361904761904764,0.08828250401284107,Moderate,1,2,5,Normal
7.8,0.31428571428571433,1.0,0.625,Poor,3.4571428571428573,0.03571428571428572,Moderate,3,0,6,Normal
3.7,0.5285714285714285,0.4444444444444445,1.0,Poor,1.5520634920634924,0.11246200607902733,Low,1,3,11,Relaxed
6.5,0.7571428571428571,0.3333333333333333,1.0,Poor,2.581904761904762,0.10095238095238095,Moderate,1,1,8,Relaxed
7.5,0.4857142857142857,0.5555555555555556,0.875,Poor,3.1250793650793653,0.05714285714285714,Moderate,4,1,6,Normal
2.6,0.6428571428571428,0.3333333333333333,1.0,Poor,1.0447619047619048,0.17857142857142855,Low,3,1,12,Relaxed
6.9,0.5857142857142856,0.5555555555555556,1.0,Poor,2.8650793650793656,0.07414104882459312,Moderate,3,2,5,Relaxed
3.3,0.657142857142857,0.2222222222222222,1.0,Poor,1.2774603174603174,0.1528239202657807,Low,1,0,12,Relaxed
5.8,0.38571428571428573,0.6666666666666665,0.75,Poor,2.5095238095238095,0.05672268907563026,Moderate,2,1,7,Relaxed
5.3,0.1285714285714285,0.8888888888888888,0.625,Poor,2.44984126984127,0.020408163265306114,Moderate,2,0,12,Relaxed
2.8,0.7285714285714284,0.2222222222222222,1.0,Poor,1.063174603174603,0.19172932330827064,Low,1,3,11,Relaxed
3.9,0.7142857142857142,0.4444444444444445,1.0,Poor,1.594920634920635,0.14577259475218657,Low,0,3,11,Relaxed
4.4,0.5999999999999999,0.4444444444444445,1.0,Poor,1.8177777777777782,0.11111111111111108,Moderate,2,3,7,Relaxed
6.8,0.857142857142857,0.3333333333333333,1.0,Poor,2.6819047619047622,0.10989010989010987,Moderate,1,0,8,Relaxed
6.1,0.5857142857142856,0.5555555555555556,1.0,Poor,2.5450793650793653,0.08249496981891348,Moderate,2,2,6,Relaxed
7.7,0.5714285714285714,0.5555555555555556,0.875,Poor,3.187936507936508,0.06568144499178982,Moderate,0,1,12,Normal
6.5,0.5428571428571427,0.6666666666666665,0.75,Poor,2.758095238095238,0.07238095238095237,Moderate,0,1,10,Relaxed
3.5,0.5714285714285714,0.5555555555555556,0.875,Poor,1.5079365079365081,0.12698412698412698,Low,1,1,8,Relaxed
4.6,0.8142857142857141,0.2222222222222222,1.0,Poor,1.7660317460317458,0.1454081632653061,Moderate,3,0,9,Relaxed
6.4,0.4428571428571428,0.5555555555555556,0.75,Poor,2.6936507936507943,0.05984555984555983,Moderate,3,0,4,Relaxed
8.1,0.14285714285714285,0.8888888888888888,0.375,Poor,3.5669841269841274,0.015698587127158554,High,4,0,5,Normal
8.9,0.6857142857142855,0.6666666666666665,0.875,Poor,3.68952380952381,0.06926406926406924,High,1,3,11,Normal
7.1,0.6714285714285713,0.5555555555555556,1.0,Poor,2.927936507936508,0.08289241622574954,Moderate,1,2,12,Relaxed
6.0,0.9571428571428569,0.2222222222222222,1.0,Poor,2.297460317460318,0.13673469387755097,Moderate,0,0,8,Relaxed
4.3,0.9999999999999998,0.1111111111111111,1.0,Poor,1.5644444444444445,0.18867924528301883,Moderate,2,1,4,Relaxed
4.5,0.31428571428571433,0.7777777777777777,0.75,Poor,2.0482539682539684,0.057142857142857155,Moderate,2,0,4,Relaxed
4.6,0.9142857142857141,0.3333333333333333,1.0,Poor,1.7904761904761903,0.16326530612244897,Moderate,4,3,10,Relaxed
4.0,0.5999999999999999,0.4444444444444445,1.0,Poor,1.657777777777778,0.11999999999999997,Moderate,1,0,7,Relaxed
2.9,0.4857142857142857,0.3333333333333333,1.0,Poor,1.196190476190476,0.12454212454212454,Low,4,1,12,Relaxed
6.8,0.6714285714285713,0.6666666666666665,1.0,Poor,2.8523809523809525,0.08608058608058607,Moderate,3,3,6,Relaxed
6.3,0.49999999999999994,0.5555555555555556,0.875,Poor,2.6422222222222222,0.0684931506849315,Moderate,0,2,9,Relaxed
7.8,0.5714285714285714,0.6666666666666665,0.875,Poor,3.2723809523809524,0.06493506493506493,Moderate,0,1,12,Normal
5.7,0.6285714285714286,0.3333333333333333,1.0,Poor,2.2876190476190477,0.09381663113006396,Moderate,1,3,12,Relaxed
6.8,0.6428571428571428,0.5555555555555556,1.0,Poor,2.813650793650794,0.08241758241758242,Moderate,1,0,8,Relaxed
8.2,0.8857142857142855,0.7777777777777777,1.0,Poor,3.413968253968254,0.09627329192546581,High,2,2,9,Normal
5.7,0.8428571428571427,0.5555555555555556,1.0,Poor,2.333650793650794,0.12579957356076757,Moderate,0,2,9,Relaxed
6.3,0.31428571428571433,0.7777777777777777,0.75,Poor,2.7682539682539686,0.04305283757338552,Moderate,2,3,7,Relaxed
4.5,0.8142857142857141,0.4444444444444445,1.0,Poor,1.814920634920635,0.14805194805194802,Moderate,2,1,12,Relaxed
4.0,0.4428571428571428,0.3333333333333333,0.875,Poor,1.6447619047619049,0.08857142857142855,Moderate,4,0,10,Relaxed
6.4,0.7,0.4444444444444445,1.0,Poor,2.5977777777777784,0.09459459459459459,Moderate,3,2,12,Relaxed
5.8,0.6142857142857141,0.6666666666666665,0.875,Poor,2.4638095238095237,0.09033613445378148,Moderate,1,1,11,Relaxed
5.4,0.6142857142857141,0.4444444444444445,1.0,Poor,2.2149206349206354,0.09598214285714282,Moderate,4,0,12,Relaxed
5.6,0.9714285714285715,0.0,1.0,Poor,2.0457142857142854,0.1471861471861472,Moderate,3,1,5,Relaxed
4.3,0.5428571428571427,0.7777777777777777,1.0,Poor,1.9225396825396825,0.10242587601078165,Moderate,0,1,6,Relaxed
3.5,0.6714285714285713,0.4444444444444445,1.0,Poor,1.4434920634920636,0.14920634920634918,Low,4,0,9,Relaxed
6.5,0.9999999999999998,0.3333333333333333,1.0,Poor,2.533333333333333,0.1333333333333333,Moderate,0,0,6,Relaxed
5.5,0.47142857142857136,0.7777777777777777,1.0,Poor,2.4168253968253968,0.07252747252747252,Moderate,1,3,6,Relaxed
6.1,0.4857142857142857,0.6666666666666665,0.75,Poor,2.6095238095238096,0.06841046277665996,Moderate,3,3,5,Relaxed
7.7,0.7428571428571427,0.3333333333333333,1.0,Poor,3.064761904761905,0.08538587848932674,Moderate,2,1,9,Normal
4.6,0.21428571428571425,0.7777777777777777,0.5,Poor,2.108253968253968,0.038265306122448974,Moderate,4,0,9,Relaxed
5.3,0.5999999999999999,0.4444444444444445,1.0,Poor,2.177777777777778,0.09523809523809522,Moderate,0,0,9,Relaxed
4.8,0.657142857142857,0.5555555555555556,0.625,Poor,2.010793650793651,0.11330049261083742,Moderate,2,3,5,Relaxed
7.2,0.5857142857142856,0.6666666666666665,1.0,Poor,3.02952380952381,0.07142857142857142,Moderate,2,3,11,Normal
3.5,0.6142857142857141,0.3333333333333333,1.0,Poor,1.4104761904761907,0.13650793650793647,Low,4,1,11,Relaxed
8.4,0.7142857142857142,0.4444444444444445,1.0,Poor,3.3949206349206356,0.07598784194528874,High,0,3,4,Normal
9.1,0.49999999999999994,0.6666666666666665,0.875,Poor,3.8066666666666666,0.0495049504950495,High,1,2,5,Normal
5.4,0.31428571428571433,0.7777777777777777,0.875,Poor,2.4082539682539683,0.04910714285714286,Moderate,0,3,7,Relaxed
4.1,0.6714285714285713,0.3333333333333333,1.0,Poor,1.6390476190476189,0.13165266106442575,Moderate,1,1,6,Relaxed
4.6,0.7428571428571427,0.4444444444444445,1.0,Poor,1.8692063492063493,0.13265306122448978,Moderate,2,0,10,Relaxed
6.6,0.5714285714285714,0.8888888888888888,1.0,Poor,2.8812698412698414,0.07518796992481203,Moderate,4,0,9,Relaxed
8.2,0.4428571428571428,0.7777777777777777,0.625,Poor,3.5025396825396826,0.04813664596273291,High,0,2,5,Normal
5.7,0.49999999999999994,0.6666666666666665,0.875,Poor,2.4466666666666668,0.07462686567164178,Moderate,3,1,9,Relaxed
